    Hinst Name                                                                                                           Module Name                                  Inst Count           Total Area
        Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_Recon_multiplier/U_mul_l/mult_223                   conf_mul_Beh_9_1_0_DW_mult_tc_4_0                    54               41.667
        Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_Recon_multiplier/U_mul_l/mult_224                   conf_mul_Beh_9_1_0_DW_mult_tc_5_0                    46               28.621
        Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_Recon_multiplier/U_mul_l/mult_225                   conf_mul_Beh_9_1_0_DW_mult_tc_6_0                    46               29.020
        Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_Recon_multiplier/U_mul_l/mult_226                   conf_mul_Beh_9_1_0_DW_mult_tc_7_0                    54               36.408
       Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_Recon_multiplier/add_284                             conf_mul_Beh_16_2_0_DW01_add_2_DW01_add_29_0         21               28.355
       Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_Recon_multiplier/add_298                             conf_mul_Beh_16_2_0_DW01_add_0_DW01_add_27_0         26               37.939
       Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_Recon_multiplier/mult_246                            conf_mul_Beh_16_2_0_DW_mult_tc_2_0                  137              101.704
       Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_Recon_multiplier/mult_247                            conf_mul_Beh_16_2_0_DW_mult_tc_3_0                  137              102.103
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_divider                                               divider_pipe_0                                     1850             2011.843
       Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_divider/division                                     divider_pipe_DW_div_pipe_0_0                       1734             1972.838
        Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_divider/division/U_DIV                              divider_pipe_DW_div_0_0                            1734             1972.838
         Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_divider/division/U_DIV/u_absval_AAbs               divider_pipe_DW01_absval_0_DW01_absval_2_0           99               45.993
          Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_divider/division/U_DIV/u_absval_AAbs/NEG          divider_pipe_DW01_inc_0_DW01_inc_33_0                50               29.286
         Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_divider/division/U_DIV/u_add_PartRem_2_0           divider_pipe_DW01_add_26_0                           31               48.256
         Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_divider/division/U_DIV/u_add_PartRem_3_1           divider_pipe_DW01_add_25_0                           30               47.923
         Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_divider/division/U_DIV/u_add_PartRem_3_10          divider_pipe_DW01_add_16_0                           21               33.546
         Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_divider/division/U_DIV/u_add_PartRem_3_11          divider_pipe_DW01_add_15_0                           20               31.949
         Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_divider/division/U_DIV/u_add_PartRem_3_12          divider_pipe_DW01_add_14_0                           19               30.351
         Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_divider/division/U_DIV/u_add_PartRem_3_13          divider_pipe_DW01_add_13_0                           18               28.754
         Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_divider/division/U_DIV/u_add_PartRem_3_14          divider_pipe_DW01_add_12_0                           17               27.156
         Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_divider/division/U_DIV/u_add_PartRem_3_15          divider_pipe_DW01_add_11_0                           16               25.559
         Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_divider/division/U_DIV/u_add_PartRem_3_16          divider_pipe_DW01_add_10_0                           15               23.962
         Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_divider/division/U_DIV/u_add_PartRem_3_17          divider_pipe_DW01_add_9_0                            15               31.749
         Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_divider/division/U_DIV/u_add_PartRem_3_18          divider_pipe_DW01_add_8_0                            13               23.163
         Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_divider/division/U_DIV/u_add_PartRem_3_19          divider_pipe_DW01_add_7_0                            12               21.565
         Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_divider/division/U_DIV/u_add_PartRem_3_2           divider_pipe_DW01_add_24_0                           29               46.326
         Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_divider/division/U_DIV/u_add_PartRem_3_20          divider_pipe_DW01_add_6_0                            11               19.968
         Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_divider/division/U_DIV/u_add_PartRem_3_21          divider_pipe_DW01_add_5_0                            50               29.686
         Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_divider/division/U_DIV/u_add_PartRem_3_22          divider_pipe_DW01_add_4_0                             9               28.754
         Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_divider/division/U_DIV/u_add_PartRem_3_23          divider_pipe_DW01_add_3_0                             8               21.565
         Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_divider/division/U_DIV/u_add_PartRem_3_24          divider_pipe_DW01_add_2_0                             7               20.767
         Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_divider/division/U_DIV/u_add_PartRem_3_25          divider_pipe_DW01_add_1_0                             6               16.773
         Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_divider/division/U_DIV/u_add_PartRem_3_26          divider_pipe_DW01_add_0_0                            34               16.707
         Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_divider/division/U_DIV/u_add_PartRem_3_3           divider_pipe_DW01_add_23_0                           28               44.728
         Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_divider/division/U_DIV/u_add_PartRem_3_4           divider_pipe_DW01_add_22_0                           28               44.928
         Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_divider/division/U_DIV/u_add_PartRem_3_5           divider_pipe_DW01_add_21_0                           26               41.533
         Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_divider/division/U_DIV/u_add_PartRem_3_6           divider_pipe_DW01_add_20_0                           25               39.936
         Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_divider/division/U_DIV/u_add_PartRem_3_7           divider_pipe_DW01_add_19_0                           24               38.339
         Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_divider/division/U_DIV/u_add_PartRem_3_8           divider_pipe_DW01_add_18_0                           23               36.741
         Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_divider/division/U_DIV/u_add_PartRem_3_9           divider_pipe_DW01_add_17_0                           23               36.941
         Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_divider/division/U_DIV/u_inc_QInc                  divider_pipe_DW_inc_0_0                              98              151.557
         Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_divider/division/U_DIV/u_inc_RInc                  divider_pipe_DW_inc_1_0                               0                0.000
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_saturation                                            Saturation_Unit_0_0                                  66               21.632
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_squash                                                Squash_Unit_16_11_0                                 228               93.051
       Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_squash/lut_input_gen                                 Q_format_n_to_one_16_11_11_0                          0                0.000
       Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_squash/offset_gen_i                                  offset_gen_16_11_0                                   63               25.160
     Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_1                                                          NACU_0_0_0_0                                       1889             1071.749
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_1/U_MAX_MIN                                               Maxmin_Unit_16_1_0                                   99               43.863
       Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_1/U_MAX_MIN/r378                                         Maxmin_Unit_16_1_DW01_cmp6_0_DW01_cmp6_30_0          58               20.035
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_1/U_Recon_adder                                           adder_nbits_32_2_1_0                                 41               56.842
       Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_1/U_Recon_adder/U_add_0                                  adder_nbits_32_2_1_DW01_add_3_DW01_add_13_0           9               12.247
       Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_1/U_Recon_adder/U_add_1                                  adder_nbits_32_2_1_DW01_add_2_DW01_add_12_0           8               12.780
       Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_1/U_Recon_adder/U_add_2                                  adder_nbits_32_2_1_DW01_add_1_DW01_add_11_0           8               12.780
       Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_1/U_Recon_adder/U_add_3                                  adder_nbits_32_2_1_DW01_add_0_DW01_add_10_0           8               12.780
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_1/U_Recon_multiplier                                      conf_mul_Beh_16_2_1_0                              1077              685.501
       Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_1/U_Recon_multiplier/U_mul_h                             conf_mul_Beh_8_1_1_0                                282              163.871
        Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_1/U_Recon_multiplier/U_mul_h/add_298                    conf_mul_Beh_8_1_1_DW01_add_0_DW01_add_17_0          13               18.304
        Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_1/U_Recon_multiplier/U_mul_h/mult_223                   conf_mul_Beh_8_1_1_DW_mult_tc_4_0                    55               36.541
        Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_1/U_Recon_multiplier/U_mul_h/mult_224                   conf_mul_Beh_8_1_1_DW_mult_tc_5_0                    38               21.965
        Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_1/U_Recon_multiplier/U_mul_h/mult_225                   conf_mul_Beh_8_1_1_DW_mult_tc_6_0                    38               21.965
        Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_1/U_Recon_multiplier/U_mul_h/mult_226                   conf_mul_Beh_8_1_1_DW_mult_tc_7_0                    38               22.231
       Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_1/U_Recon_multiplier/U_mul_l                             conf_mul_Beh_9_1_1_0                                332              200.279
        Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_1/U_Recon_multiplier/U_mul_l/add_298                    conf_mul_Beh_9_1_1_DW01_add_0_DW01_add_20_0          15               21.499
        Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_1/U_Recon_multiplier/U_mul_l/mult_223                   conf_mul_Beh_9_1_1_DW_mult_tc_4_0                    55               36.541
        Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_1/U_Recon_multiplier/U_mul_l/mult_224                   conf_mul_Beh_9_1_1_DW_mult_tc_5_0                    46               28.355
        Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_1/U_Recon_multiplier/U_mul_l/mult_225                   conf_mul_Beh_9_1_1_DW_mult_tc_6_0                    46               28.355
        Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_1/U_Recon_multiplier/U_mul_l/mult_226                   conf_mul_Beh_9_1_1_DW_mult_tc_7_0                    55               36.541
       Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_1/U_Recon_multiplier/add_284                             conf_mul_Beh_16_2_1_DW01_add_2_DW01_add_16_0         19               27.889
       Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_1/U_Recon_multiplier/add_298                             conf_mul_Beh_16_2_1_DW01_add_0_DW01_add_14_0         25               37.473
       Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_1/U_Recon_multiplier/mult_246                            conf_mul_Beh_16_2_1_DW_mult_tc_2_0                  138              101.304
       Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_1/U_Recon_multiplier/mult_247                            conf_mul_Beh_16_2_1_DW_mult_tc_3_0                  138              101.304
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_1/U_saturation                                            Saturation_Unit_1_0                                  70               22.231
     Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_in_0_neg                                                        twos_compl_16_0_0                                    49               24.428
     Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_in_1_neg                                                        twos_compl_16_3_0                                    45               22.897
     Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_in_2_neg                                                        twos_compl_16_4_0                                    46               18.038
     Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_in_3_neg                                                        twos_compl_16_2_0                                    46               18.038
     Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_sat_n_round_inst_0                                              Sat_n_round_0_0                                     111               38.405
     Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_sat_n_round_inst_1                                              Sat_n_round_1_0                                     113               38.205
     Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_scaler                                                          scaler_0                                            799              559.636
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_scaler/mult_201                                                scaler_DW_mult_tc_8_0                               129               96.312
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_scaler/mult_254                                                scaler_DW_mult_tc_9_0                               129               96.312
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_scaler/r453                                                    scaler_DW_mult_tc_5_0                               176              136.182
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_scaler/r454                                                    scaler_DW_mult_tc_6_0                                65               45.460
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/dpu_gen/U_scaler/r455                                                    scaler_DW_mult_tc_7_0                               144               99.707
    Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top                                                                    register_file_top_0                               11006             6783.662
     Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/AGU_Rd_0_instantiate                                              AGU_2_0                                             557              336.927
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/AGU_Rd_0_instantiate/add_194                                     AGU_2_DW01_add_1_DW01_add_5_0                         7                8.719
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/AGU_Rd_0_instantiate/add_207                                     AGU_2_DW01_add_0_DW01_add_4_0                         7                8.719
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/AGU_Rd_0_instantiate/sub_209                                     AGU_2_DW01_sub_0_DW01_sub_2_0                        13                9.518
     Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/AGU_Rd_1_instantiate                                              AGU_1_0                                             557              338.857
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/AGU_Rd_1_instantiate/add_194                                     AGU_1_DW01_add_1_DW01_add_3_0                         7                8.719
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/AGU_Rd_1_instantiate/add_207                                     AGU_1_DW01_add_0_DW01_add_2_0                         7                8.719
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/AGU_Rd_1_instantiate/sub_209                                     AGU_1_DW01_sub_0_DW01_sub_1_0                        13                9.518
     Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/AGU_Rd_Dimarch_instantiate                                        AGU_RFblock_1_0                                     420              249.999
     Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/AGU_Wr_0_instantiate                                              AGU_0_0                                             553              335.263
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/AGU_Wr_0_instantiate/add_194                                     AGU_0_DW01_add_1_DW01_add_9_0                         7                8.719
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/AGU_Wr_0_instantiate/add_207                                     AGU_0_DW01_add_0_DW01_add_8_0                         7                8.719
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/AGU_Wr_0_instantiate/sub_209                                     AGU_0_DW01_sub_0_DW01_sub_4_0                        13                9.518
     Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/AGU_Wr_1_instantiate                                              AGU_3_0                                             553              335.263
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/AGU_Wr_1_instantiate/add_194                                     AGU_3_DW01_add_1_DW01_add_7_0                         7                8.719
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/AGU_Wr_1_instantiate/add_207                                     AGU_3_DW01_add_0_DW01_add_6_0                         7                8.719
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/AGU_Wr_1_instantiate/sub_209                                     AGU_3_DW01_sub_0_DW01_sub_3_0                        13                9.518
     Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/AGU_Wr_Dimarch_instantiate                                        AGU_RFblock_0_0                                     422              250.399
     Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile                                                      register_file_0                                    6336             4053.504
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_0                                    register_row_0_0                                     32               35.144
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_1                                    register_row_63_0                                    32               35.144
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_10                                   register_row_54_0                                    32               35.144
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_11                                   register_row_53_0                                    32               35.144
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_12                                   register_row_52_0                                    32               35.144
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_13                                   register_row_51_0                                    32               35.144
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_14                                   register_row_50_0                                    32               35.144
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_15                                   register_row_49_0                                    32               35.144
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_16                                   register_row_48_0                                    32               35.144
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_17                                   register_row_47_0                                    32               35.144
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_18                                   register_row_46_0                                    32               35.144
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_19                                   register_row_45_0                                    32               35.476
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_2                                    register_row_62_0                                    32               35.144
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_20                                   register_row_44_0                                    32               35.144
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_21                                   register_row_43_0                                    32               35.144
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_22                                   register_row_42_0                                    32               35.144
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_23                                   register_row_41_0                                    32               35.144
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_24                                   register_row_40_0                                    32               35.144
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_25                                   register_row_39_0                                    32               35.144
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_26                                   register_row_38_0                                    32               35.144
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_27                                   register_row_37_0                                    32               35.144
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_28                                   register_row_36_0                                    32               35.144
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_29                                   register_row_35_0                                    32               35.144
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_3                                    register_row_61_0                                    32               35.144
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_30                                   register_row_34_0                                    32               35.144
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_31                                   register_row_33_0                                    32               35.144
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_32                                   register_row_32_0                                    32               35.144
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_33                                   register_row_31_0                                    32               35.144
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_34                                   register_row_30_0                                    32               35.144
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_35                                   register_row_29_0                                    32               35.144
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_36                                   register_row_28_0                                    32               35.144
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_37                                   register_row_27_0                                    32               35.144
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_38                                   register_row_26_0                                    32               35.144
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_39                                   register_row_25_0                                    32               35.144
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_4                                    register_row_60_0                                    32               35.144
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_40                                   register_row_24_0                                    32               35.144
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_41                                   register_row_23_0                                    32               35.144
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_42                                   register_row_22_0                                    32               35.144
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_43                                   register_row_21_0                                    32               35.144
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_44                                   register_row_20_0                                    32               35.144
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_45                                   register_row_19_0                                    32               35.144
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_46                                   register_row_18_0                                    32               35.144
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_47                                   register_row_17_0                                    32               35.144
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_48                                   register_row_16_0                                    32               35.144
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_49                                   register_row_15_0                                    32               35.144
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_5                                    register_row_59_0                                    32               35.144
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_50                                   register_row_14_0                                    32               35.144
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_51                                   register_row_13_0                                    32               35.144
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_52                                   register_row_12_0                                    32               35.144
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_53                                   register_row_11_0                                    32               35.144
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_54                                   register_row_10_0                                    32               35.144
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_55                                   register_row_9_0                                     32               35.144
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_56                                   register_row_8_0                                     32               35.144
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_57                                   register_row_7_0                                     32               35.144
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_58                                   register_row_6_0                                     32               35.144
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_59                                   register_row_5_0                                     32               35.144
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_6                                    register_row_58_0                                    32               35.144
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_60                                   register_row_4_0                                     32               35.144
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_61                                   register_row_3_0                                     32               35.144
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_62                                   register_row_2_0                                     32               35.144
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_63                                   register_row_1_0                                     32               35.144
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_7                                    register_row_57_0                                    32               35.144
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_8                                    register_row_56_0                                    32               35.144
      Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_9                                    register_row_55_0                                    32               35.144
     Silago_bot_inst_3_1/SILEGO_cell/MTRF_cell/reg_top/ShR_Wr_0                                                          shadowReg_AGU_0_0                                   209              134.851
