    Hinst Name                                                                                                    Module Name                                      Inst Count           Total Area
        Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_Recon_multiplier/U_mul_h/mult_225            conf_mul_Beh_8_1_14_DW_mult_tc_3_DW_mult_tc_313          43               24.228
        Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_Recon_multiplier/U_mul_h/mult_226            conf_mul_Beh_8_1_14_DW_mult_tc_0_DW_mult_tc_250          36               21.299
       Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_Recon_multiplier/U_mul_l                      conf_mul_Beh_9_1_14                                     321              203.873
        Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_Recon_multiplier/U_mul_l/add_284             conf_mul_Beh_9_1_14_DW01_add_2_DW01_add_652              12               16.707
        Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_Recon_multiplier/U_mul_l/add_298             conf_mul_Beh_9_1_14_DW01_add_0_DW01_add_238              15               21.499
        Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_Recon_multiplier/U_mul_l/mult_223            conf_mul_Beh_9_1_14_DW_mult_tc_1_DW_mult_tc_357          53               35.210
        Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_Recon_multiplier/U_mul_l/mult_224            conf_mul_Beh_9_1_14_DW_mult_tc_2_DW_mult_tc_388          54               31.416
        Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_Recon_multiplier/U_mul_l/mult_225            conf_mul_Beh_9_1_14_DW_mult_tc_3_DW_mult_tc_389          54               31.416
        Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_Recon_multiplier/U_mul_l/mult_226            conf_mul_Beh_9_1_14_DW_mult_tc_0_DW_mult_tc_356          53               35.210
       Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_Recon_multiplier/add_284                      conf_mul_Beh_16_2_14_DW01_add_2_DW01_add_631             19               27.889
       Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_Recon_multiplier/add_298                      conf_mul_Beh_16_2_14_DW01_add_0_DW01_add_234             25               37.473
       Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_Recon_multiplier/mult_246                     conf_mul_Beh_16_2_14_DW_mult_tc_0_DW_mult_tc_314        132              100.705
       Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_Recon_multiplier/mult_247                     conf_mul_Beh_16_2_14_DW_mult_tc_1_DW_mult_tc_315        132              100.705
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_divider                                        divider_pipe_7                                         3718             2833.060
       Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_divider/division                              divider_pipe_7_DW_div_pipe_0_DW_div_pipe_6             3613             2800.246
        Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_divider/division/U_DIV                       divider_pipe_7_DW_div_6                                3613             2800.246
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_saturation                                     Saturation_Unit_14                                       70               22.098
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_squash                                         Squash_Unit_16_11_7                                     245               75.013
       Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_squash/lut_input_gen                          Q_format_n_to_one_16_11_11_7                              0                0.000
       Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_squash/offset_gen_i                           offset_gen_16_11_7                                       62               24.760
     Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_1                                                   NACU_0_0_0_7                                           1910             1120.404
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_1/U_MAX_MIN                                        Maxmin_Unit_16_13                                       117               43.863
       Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_1/U_MAX_MIN/r370                                  Maxmin_Unit_16_13_DW01_cmp6_0_DW01_cmp6_12               58               20.035
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_1/U_Recon_adder                                    adder_nbits_32_2_13                                      41               56.842
       Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_1/U_Recon_adder/U_add_0                           adder_nbits_32_2_13_DW01_add_3_DW01_add_223               9               12.247
       Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_1/U_Recon_adder/U_add_1                           adder_nbits_32_2_13_DW01_add_2_DW01_add_222               8               12.780
       Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_1/U_Recon_adder/U_add_2                           adder_nbits_32_2_13_DW01_add_1_DW01_add_221               8               12.780
       Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_1/U_Recon_adder/U_add_3                           adder_nbits_32_2_13_DW01_add_0_DW01_add_220               8               12.780
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_1/U_Recon_multiplier                               conf_mul_Beh_16_2_13                                   1034              692.357
       Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_1/U_Recon_multiplier/U_mul_h                      conf_mul_Beh_8_1_13                                     269              166.400
        Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_1/U_Recon_multiplier/U_mul_h/add_284             conf_mul_Beh_8_1_13_DW01_add_2_DW01_add_588              11               15.109
        Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_1/U_Recon_multiplier/U_mul_h/add_298             conf_mul_Beh_8_1_13_DW01_add_0_DW01_add_226              13               18.304
        Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_1/U_Recon_multiplier/U_mul_h/mult_223            conf_mul_Beh_8_1_13_DW_mult_tc_1_DW_mult_tc_180          53               35.210
        Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_1/U_Recon_multiplier/U_mul_h/mult_224            conf_mul_Beh_8_1_13_DW_mult_tc_2_DW_mult_tc_181          43               24.228
        Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_1/U_Recon_multiplier/U_mul_h/mult_225            conf_mul_Beh_8_1_13_DW_mult_tc_3_DW_mult_tc_182          43               24.228
        Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_1/U_Recon_multiplier/U_mul_h/mult_226            conf_mul_Beh_8_1_13_DW_mult_tc_0_DW_mult_tc_90           36               21.299
       Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_1/U_Recon_multiplier/U_mul_l                      conf_mul_Beh_9_1_13                                     321              203.873
        Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_1/U_Recon_multiplier/U_mul_l/add_284             conf_mul_Beh_9_1_13_DW01_add_2_DW01_add_604              12               16.707
        Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_1/U_Recon_multiplier/U_mul_l/add_298             conf_mul_Beh_9_1_13_DW01_add_0_DW01_add_228              15               21.499
        Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_1/U_Recon_multiplier/U_mul_l/mult_223            conf_mul_Beh_9_1_13_DW_mult_tc_0_DW_mult_tc_178          53               35.210
        Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_1/U_Recon_multiplier/U_mul_l/mult_224            conf_mul_Beh_9_1_13_DW_mult_tc_2_DW_mult_tc_228          54               31.416
        Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_1/U_Recon_multiplier/U_mul_l/mult_225            conf_mul_Beh_9_1_13_DW_mult_tc_3_DW_mult_tc_229          54               31.416
        Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_1/U_Recon_multiplier/U_mul_l/mult_226            conf_mul_Beh_9_1_13_DW_mult_tc_1_DW_mult_tc_179          53               35.210
       Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_1/U_Recon_multiplier/add_284                      conf_mul_Beh_16_2_13_DW01_add_2_DW01_add_572             19               27.889
       Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_1/U_Recon_multiplier/add_298                      conf_mul_Beh_16_2_13_DW01_add_0_DW01_add_224             25               37.473
       Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_1/U_Recon_multiplier/mult_246                     conf_mul_Beh_16_2_13_DW_mult_tc_0_DW_mult_tc_116        132              100.705
       Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_1/U_Recon_multiplier/mult_247                     conf_mul_Beh_16_2_13_DW_mult_tc_1_DW_mult_tc_117        132              100.705
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_1/U_saturation                                     Saturation_Unit_13                                       69               21.898
     Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/dpu_gen/U_in_0_neg                                                 twos_compl_16_44                                         33               22.364
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/dpu_gen/U_in_0_neg/add_103                                        twos_compl_16_44_DW01_inc_0_DW01_inc_314                 16               16.707
     Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/dpu_gen/U_in_1_neg                                                 twos_compl_16_42                                         33               22.364
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/dpu_gen/U_in_1_neg/add_103                                        twos_compl_16_42_DW01_inc_0_DW01_inc_312                 16               16.707
     Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/dpu_gen/U_in_2_neg                                                 twos_compl_16_43                                         33               22.364
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/dpu_gen/U_in_2_neg/add_103                                        twos_compl_16_43_DW01_inc_0_DW01_inc_313                 16               16.707
     Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/dpu_gen/U_in_3_neg                                                 twos_compl_16_41                                         33               22.364
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/dpu_gen/U_in_3_neg/add_103                                        twos_compl_16_41_DW01_inc_0_DW01_inc_311                 16               16.707
     Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/dpu_gen/U_sat_n_round_inst_0                                       Sat_n_round_14                                          116               34.744
     Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/dpu_gen/U_sat_n_round_inst_1                                       Sat_n_round_13                                          116               34.744
     Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/dpu_gen/U_scaler                                                   scaler_7                                                805              537.206
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/dpu_gen/U_scaler/mult_201                                         scaler_7_DW_mult_tc_2_DW_mult_tc_52                     119               92.585
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/dpu_gen/U_scaler/mult_254                                         scaler_7_DW_mult_tc_3_DW_mult_tc_53                     119               92.585
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/dpu_gen/U_scaler/r427                                             scaler_7_DW_mult_tc_1_DW_mult_tc_26                     174              126.797
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/dpu_gen/U_scaler/r428                                             scaler_7_DW_mult_tc_4_DW_mult_tc_74                      61               42.998
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/dpu_gen/U_scaler/r429                                             scaler_7_DW_mult_tc_0_DW_mult_tc_10                     147               92.785
    Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top                                                             register_file_top_7                                   11738             6651.341
     Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/AGU_Rd_0_instantiate                                       AGU_26                                                  502              336.128
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/AGU_Rd_0_instantiate/add_194                              AGU_26_DW01_add_1_DW01_add_215                            7                8.719
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/AGU_Rd_0_instantiate/add_207                              AGU_26_DW01_add_0_DW01_add_214                            7                8.719
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/AGU_Rd_0_instantiate/sub_209                              AGU_26_DW01_sub_0_DW01_sub_62                            13                9.518
     Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/AGU_Rd_1_instantiate                                       AGU_25                                                  502              336.328
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/AGU_Rd_1_instantiate/add_194                              AGU_25_DW01_add_1_DW01_add_213                            7                8.719
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/AGU_Rd_1_instantiate/add_207                              AGU_25_DW01_add_0_DW01_add_212                            7                8.719
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/AGU_Rd_1_instantiate/sub_209                              AGU_25_DW01_sub_0_DW01_sub_61                            13                9.518
     Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/AGU_Rd_Dimarch_instantiate                                 AGU_RFblock_13                                          403              254.259
     Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/AGU_Wr_0_instantiate                                       AGU_28                                                  502              336.195
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/AGU_Wr_0_instantiate/add_194                              AGU_28_DW01_add_1_DW01_add_219                            7                8.719
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/AGU_Wr_0_instantiate/add_207                              AGU_28_DW01_add_0_DW01_add_218                            7                8.719
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/AGU_Wr_0_instantiate/sub_209                              AGU_28_DW01_sub_0_DW01_sub_64                            13                9.518
     Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/AGU_Wr_1_instantiate                                       AGU_27                                                  502              336.195
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/AGU_Wr_1_instantiate/add_194                              AGU_27_DW01_add_1_DW01_add_217                            7                8.719
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/AGU_Wr_1_instantiate/add_207                              AGU_27_DW01_add_0_DW01_add_216                            7                8.719
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/AGU_Wr_1_instantiate/sub_209                              AGU_27_DW01_sub_0_DW01_sub_63                            13                9.518
     Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/AGU_Wr_Dimarch_instantiate                                 AGU_RFblock_14                                          403              254.259
     Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile                                               register_file_7                                        7314             3919.918
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_0                             register_row_448                                         49               35.277
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_1                             register_row_447                                         49               35.277
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_10                            register_row_438                                         49               35.277
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_11                            register_row_437                                         49               35.277
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_12                            register_row_436                                         49               35.277
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_13                            register_row_435                                         49               35.277
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_14                            register_row_434                                         49               35.277
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_15                            register_row_433                                         49               35.277
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_16                            register_row_432                                         49               35.277
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_17                            register_row_431                                         49               35.277
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_18                            register_row_430                                         49               35.277
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_19                            register_row_429                                         49               35.277
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_2                             register_row_446                                         49               35.277
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_20                            register_row_428                                         49               35.277
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_21                            register_row_427                                         49               35.277
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_22                            register_row_426                                         49               35.277
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_23                            register_row_425                                         49               35.277
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_24                            register_row_424                                         49               35.277
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_25                            register_row_423                                         49               35.277
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_26                            register_row_422                                         49               35.277
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_27                            register_row_421                                         49               35.277
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_28                            register_row_420                                         49               35.277
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_29                            register_row_419                                         49               35.277
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_3                             register_row_445                                         49               35.277
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_30                            register_row_418                                         49               35.277
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_31                            register_row_417                                         49               35.277
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_32                            register_row_416                                         49               35.277
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_33                            register_row_415                                         49               35.277
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_34                            register_row_414                                         49               35.277
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_35                            register_row_413                                         49               35.277
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_36                            register_row_412                                         49               35.277
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_37                            register_row_411                                         49               35.277
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_38                            register_row_410                                         49               35.277
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_39                            register_row_409                                         49               35.277
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_4                             register_row_444                                         49               35.277
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_40                            register_row_408                                         49               35.277
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_41                            register_row_407                                         49               35.277
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_42                            register_row_406                                         49               35.277
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_43                            register_row_405                                         49               35.277
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_44                            register_row_404                                         49               35.277
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_45                            register_row_403                                         49               35.277
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_46                            register_row_402                                         49               35.277
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_47                            register_row_401                                         49               35.277
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_48                            register_row_400                                         49               35.277
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_49                            register_row_399                                         49               35.277
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_5                             register_row_443                                         49               35.277
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_50                            register_row_398                                         49               35.277
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_51                            register_row_397                                         49               35.277
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_52                            register_row_396                                         49               35.277
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_53                            register_row_395                                         49               35.277
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_54                            register_row_394                                         49               35.277
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_55                            register_row_393                                         49               35.277
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_56                            register_row_392                                         49               35.277
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_57                            register_row_391                                         49               35.277
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_58                            register_row_390                                         49               35.277
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_59                            register_row_389                                         49               35.277
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_6                             register_row_442                                         49               35.277
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_60                            register_row_388                                         49               35.277
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_61                            register_row_387                                         49               35.277
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_62                            register_row_386                                         49               35.277
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_63                            register_row_385                                         49               35.277
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_7                             register_row_441                                         49               35.277
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_8                             register_row_440                                         49               35.277
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_9                             register_row_439                                         49               35.277
     Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/ShR_Wr_0                                                   shadowReg_AGU_42                                        209              134.851
     Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/ShR_Wr_1                                                   shadowReg_AGU_41                                        209              134.984
     Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/ShR_Wr_DMR                                                 shadowReg_AGU_40                                        197              130.058
     Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/ShR_rd_0                                                   shadowReg_AGU_39                                        209              134.917
     Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/ShR_rd_1                                                   shadowReg_AGU_38                                        209              134.784
     Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/reg_top/ShR_rd_DMR                                                 shadowReg_AGU_37                                        197              129.992
    Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/seq_gen                                                             sequencer_7                                           13353             7713.172
     Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/seq_gen/add_588                                                    sequencer_7_DW01_inc_1_DW01_inc_316                      14               13.645
     Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/seq_gen/u_Raccu                                                    RaccuAndLoop_7                                         1645              930.908
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/seq_gen/u_Raccu/autoLoop_u                                        autoloop_7                                              918              526.157
       Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/seq_gen/u_Raccu/autoLoop_u/PriorMux_end                          priorityMux_2_1_4_4_4_13                                 16                3.661
        Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/seq_gen/u_Raccu/autoLoop_u/PriorMux_end/layer_1                 priorityMux_2_0_4_2_4_13                                  6                1.398
         Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/seq_gen/u_Raccu/autoLoop_u/PriorMux_end/layer_1/mux_X          priorityComponent_2_13                                    6                1.398
       Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/seq_gen/u_Raccu/autoLoop_u/PriorMux_top                          priorityMux_2_1_4_4_4_14                                 16                3.661
        Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/seq_gen/u_Raccu/autoLoop_u/PriorMux_top/layer_1                 priorityMux_2_0_4_2_4_14                                  6                1.398
         Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/seq_gen/u_Raccu/autoLoop_u/PriorMux_top/layer_1/mux_X          priorityComponent_2_14                                    6                1.398
       Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/seq_gen/u_Raccu/autoLoop_u/add_508_G2_aco                        autoloop_7_DW01_add_2_DW01_add_245                        8               10.317
       Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/seq_gen/u_Raccu/autoLoop_u/add_508_G3_aco                        autoloop_7_DW01_add_1_DW01_add_244                        8               10.317
       Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/seq_gen/u_Raccu/autoLoop_u/add_508_G4_aco                        autoloop_7_DW01_add_0_DW01_add_243                        8               10.317
       Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/seq_gen/u_Raccu/autoLoop_u/add_508_aco                           autoloop_7_DW01_add_3_DW01_add_246                        8               10.317
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/seq_gen/u_Raccu/raccu_RF_u                                        RaccuRF_7                                               409              290.202
      Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/seq_gen/u_Raccu/raccu_u                                           RACCU_7                                                 246              100.173
       Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/seq_gen/u_Raccu/raccu_u/add_112                                  RACCU_7_DW01_add_0_DW01_add_242                           8               10.317
       Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/seq_gen/u_Raccu/raccu_u/sub_114                                  RACCU_7_DW01_sub_0_DW01_sub_70                            8               10.317
    Silago_bot_inst_4_1/SILEGO_cell/MTRF_cell/shadowReg                                                           shadowReg_7                                             396              256.922
   Silago_bot_inst_4_1/SILEGO_cell/config_swb                                                                     cell_config_swb_7                                       206              189.896
   Silago_bot_inst_4_1/SILEGO_cell/swb                                                                            switchbox_16_5_7                                       2645             1125.197
