    Hinst Name                                                                                                           Module Name                                      Inst Count           Total Area
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/dpu_gen/U_scaler/r429                                                    scaler_5_DW_mult_tc_0_DW_mult_tc_6                      147               92.785
    Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top                                                                    register_file_top_5                                   11721             6705.388
     Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/AGU_Rd_0_instantiate                                              AGU_18                                                  505              343.050
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/AGU_Rd_0_instantiate/add_194                                     AGU_18_DW01_add_1_DW01_add_145                            7                8.719
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/AGU_Rd_0_instantiate/add_207                                     AGU_18_DW01_add_0_DW01_add_144                            7                8.719
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/AGU_Rd_0_instantiate/sub_209                                     AGU_18_DW01_sub_0_DW01_sub_42                            13                9.518
     Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/AGU_Rd_1_instantiate                                              AGU_17                                                  504              340.787
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/AGU_Rd_1_instantiate/add_194                                     AGU_17_DW01_add_1_DW01_add_143                            7                8.719
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/AGU_Rd_1_instantiate/add_207                                     AGU_17_DW01_add_0_DW01_add_142                            7                8.719
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/AGU_Rd_1_instantiate/sub_209                                     AGU_17_DW01_sub_0_DW01_sub_41                            13                9.518
     Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/AGU_Rd_Dimarch_instantiate                                        AGU_RFblock_9                                           403              254.259
     Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/AGU_Wr_0_instantiate                                              AGU_20                                                  502              336.128
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/AGU_Wr_0_instantiate/add_194                                     AGU_20_DW01_add_1_DW01_add_149                            7                8.719
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/AGU_Wr_0_instantiate/add_207                                     AGU_20_DW01_add_0_DW01_add_148                            7                8.719
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/AGU_Wr_0_instantiate/sub_209                                     AGU_20_DW01_sub_0_DW01_sub_44                            13                9.518
     Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/AGU_Wr_1_instantiate                                              AGU_19                                                  502              336.195
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/AGU_Wr_1_instantiate/add_194                                     AGU_19_DW01_add_1_DW01_add_147                            7                8.719
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/AGU_Wr_1_instantiate/add_207                                     AGU_19_DW01_add_0_DW01_add_146                            7                8.719
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/AGU_Wr_1_instantiate/sub_209                                     AGU_19_DW01_sub_0_DW01_sub_43                            13                9.518
     Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/AGU_Wr_Dimarch_instantiate                                        AGU_RFblock_10                                          403              254.259
     Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile                                                      register_file_5                                        7301             3965.645
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_0                                    register_row_320                                         49               35.277
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_1                                    register_row_319                                         49               35.277
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_10                                   register_row_310                                         49               35.277
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_11                                   register_row_309                                         49               35.277
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_12                                   register_row_308                                         49               35.277
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_13                                   register_row_307                                         49               35.277
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_14                                   register_row_306                                         49               35.277
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_15                                   register_row_305                                         49               35.277
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_16                                   register_row_304                                         49               35.277
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_17                                   register_row_303                                         49               35.277
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_18                                   register_row_302                                         49               35.277
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_19                                   register_row_301                                         49               35.277
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_2                                    register_row_318                                         49               35.277
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_20                                   register_row_300                                         49               35.277
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_21                                   register_row_299                                         49               35.277
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_22                                   register_row_298                                         49               35.277
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_23                                   register_row_297                                         49               35.277
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_24                                   register_row_296                                         49               35.277
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_25                                   register_row_295                                         49               35.277
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_26                                   register_row_294                                         49               35.277
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_27                                   register_row_293                                         49               35.277
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_28                                   register_row_292                                         49               35.277
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_29                                   register_row_291                                         49               35.277
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_3                                    register_row_317                                         49               35.277
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_30                                   register_row_290                                         49               35.277
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_31                                   register_row_289                                         49               35.277
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_32                                   register_row_288                                         49               35.277
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_33                                   register_row_287                                         49               35.277
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_34                                   register_row_286                                         49               35.277
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_35                                   register_row_285                                         49               35.277
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_36                                   register_row_284                                         49               35.277
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_37                                   register_row_283                                         49               35.277
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_38                                   register_row_282                                         49               35.277
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_39                                   register_row_281                                         49               35.277
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_4                                    register_row_316                                         49               35.277
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_40                                   register_row_280                                         49               35.277
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_41                                   register_row_279                                         49               35.277
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_42                                   register_row_278                                         49               35.277
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_43                                   register_row_277                                         49               35.277
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_44                                   register_row_276                                         49               35.277
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_45                                   register_row_275                                         49               35.277
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_46                                   register_row_274                                         49               35.277
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_47                                   register_row_273                                         49               35.277
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_48                                   register_row_272                                         49               35.277
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_49                                   register_row_271                                         49               35.277
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_5                                    register_row_315                                         49               35.277
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_50                                   register_row_270                                         49               35.277
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_51                                   register_row_269                                         49               35.277
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_52                                   register_row_268                                         49               35.277
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_53                                   register_row_267                                         49               35.277
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_54                                   register_row_266                                         49               35.277
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_55                                   register_row_265                                         49               35.277
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_56                                   register_row_264                                         49               35.277
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_57                                   register_row_263                                         49               35.277
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_58                                   register_row_262                                         49               35.277
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_59                                   register_row_261                                         49               35.277
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_6                                    register_row_314                                         49               35.277
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_60                                   register_row_260                                         49               35.277
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_61                                   register_row_259                                         49               35.277
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_62                                   register_row_258                                         49               35.277
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_63                                   register_row_257                                         49               35.277
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_7                                    register_row_313                                         49               35.277
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_8                                    register_row_312                                         49               35.277
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/RegisterFile/register_array_9                                    register_row_311                                         49               35.277
     Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/ShR_Wr_0                                                          shadowReg_AGU_30                                        209              134.851
     Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/ShR_Wr_1                                                          shadowReg_AGU_29                                        209              134.851
     Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/ShR_Wr_DMR                                                        shadowReg_AGU_28                                        197              129.992
     Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/ShR_rd_0                                                          shadowReg_AGU_27                                        209              135.716
     Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/ShR_rd_1                                                          shadowReg_AGU_26                                        209              135.450
     Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/reg_top/ShR_rd_DMR                                                        shadowReg_AGU_25                                        197              129.992
    Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/seq_gen                                                                    sequencer_5                                           13540             7752.243
     Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/seq_gen/add_588                                                           sequencer_5_DW01_inc_1_DW01_inc_224                      14               13.645
     Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/seq_gen/u_Raccu                                                           RaccuAndLoop_5                                         1635              929.244
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/seq_gen/u_Raccu/autoLoop_u                                               autoloop_5                                              918              526.157
       Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/seq_gen/u_Raccu/autoLoop_u/PriorMux_end                                 priorityMux_2_1_4_4_4_9                                  16                3.661
        Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/seq_gen/u_Raccu/autoLoop_u/PriorMux_end/layer_1                        priorityMux_2_0_4_2_4_9                                   6                1.398
         Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/seq_gen/u_Raccu/autoLoop_u/PriorMux_end/layer_1/mux_X                 priorityComponent_2_9                                     6                1.398
       Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/seq_gen/u_Raccu/autoLoop_u/PriorMux_top                                 priorityMux_2_1_4_4_4_10                                 16                3.661
        Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/seq_gen/u_Raccu/autoLoop_u/PriorMux_top/layer_1                        priorityMux_2_0_4_2_4_10                                  6                1.398
         Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/seq_gen/u_Raccu/autoLoop_u/PriorMux_top/layer_1/mux_X                 priorityComponent_2_10                                    6                1.398
       Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/seq_gen/u_Raccu/autoLoop_u/add_508_G2_aco                               autoloop_5_DW01_add_2_DW01_add_175                        8               10.317
       Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/seq_gen/u_Raccu/autoLoop_u/add_508_G3_aco                               autoloop_5_DW01_add_1_DW01_add_174                        8               10.317
       Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/seq_gen/u_Raccu/autoLoop_u/add_508_G4_aco                               autoloop_5_DW01_add_0_DW01_add_173                        8               10.317
       Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/seq_gen/u_Raccu/autoLoop_u/add_508_aco                                  autoloop_5_DW01_add_3_DW01_add_176                        8               10.317
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/seq_gen/u_Raccu/raccu_RF_u                                               RaccuRF_5                                               408              290.335
      Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/seq_gen/u_Raccu/raccu_u                                                  RACCU_5                                                 248              100.572
       Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/seq_gen/u_Raccu/raccu_u/add_112                                         RACCU_5_DW01_add_0_DW01_add_172                           8               10.317
       Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/seq_gen/u_Raccu/raccu_u/sub_114                                         RACCU_5_DW01_sub_0_DW01_sub_50                            8               10.317
    Silago_bot_inst_5_1/SILEGO_cell/MTRF_cell/shadowReg                                                                  shadowReg_5                                             397              257.720
   Silago_bot_inst_5_1/SILEGO_cell/config_swb                                                                            cell_config_swb_5                                       206              190.162
   Silago_bot_inst_5_1/SILEGO_cell/swb                                                                                   switchbox_16_5_5                                       2906             1183.237
    Silago_bot_inst_5_1/SILEGO_cell/swb/Mux_Generate0_0                                                                  InputMux_16_5_60                                        208               91.653
    Silago_bot_inst_5_1/SILEGO_cell/swb/Mux_Generate0_1                                                                  InputMux_16_5_59                                        213               92.319
    Silago_bot_inst_5_1/SILEGO_cell/swb/Mux_Generate0_2                                                                  InputMux_16_5_58                                        300              117.878
    Silago_bot_inst_5_1/SILEGO_cell/swb/Mux_Generate0_3                                                                  InputMux_16_5_57                                        198               91.653
    Silago_bot_inst_5_1/SILEGO_cell/swb/Mux_Generate0_4                                                                  InputMux_16_5_56                                        211               92.385
    Silago_bot_inst_5_1/SILEGO_cell/swb/Mux_Generate0_5                                                                  InputMux_16_5_55                                        204               91.986
    Silago_bot_inst_5_1/SILEGO_cell/swb/Mux_Generate1_0                                                                  InputMux_16_5_54                                        211               92.119
    Silago_bot_inst_5_1/SILEGO_cell/swb/Mux_Generate1_1                                                                  InputMux_16_5_53                                        209               91.919
    Silago_bot_inst_5_1/SILEGO_cell/swb/Mux_Generate1_2                                                                  InputMux_16_5_52                                        303              107.894
    Silago_bot_inst_5_1/SILEGO_cell/swb/Mux_Generate1_3                                                                  InputMux_16_5_51                                        200               92.452
    Silago_bot_inst_5_1/SILEGO_cell/swb/Mux_Generate1_4                                                                  InputMux_16_5_50                                        211               92.119
    Silago_bot_inst_5_1/SILEGO_cell/swb/Mux_Generate1_5                                                                  InputMux_16_5_49                                        213               93.650
  Silago_bot_inst_5_1/u_addres_assign                                                                                    addr_assign_5                                            23               17.239
 Silago_bot_inst_6_1                                                                                                     Silago_bot_1                                          43200            23301.857
  Silago_bot_inst_6_1/SILEGO_cell                                                                                        silego_3                                              43126            23216.993
   Silago_bot_inst_6_1/SILEGO_cell/MTRF_cell                                                                             MTRF_cell_3                                           39724            21775.969
    Silago_bot_inst_6_1/SILEGO_cell/MTRF_cell/dpu_gen                                                                    DPU_3                                                 13580             6881.971
     Silago_bot_inst_6_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0                                                          NACU_0_0_1_3                                           9096             4546.514
      Silago_bot_inst_6_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_2s_compliment                                         twos_compl_16_3                                          63               28.088
       Silago_bot_inst_6_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_2s_compliment/add_103                                twos_compl_16_3_DW01_inc_1                               32               21.166
      Silago_bot_inst_6_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_MAX_MIN                                               Maxmin_Unit_16_6                                        115               43.597
       Silago_bot_inst_6_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_MAX_MIN/r370                                         Maxmin_Unit_16_6_DW01_cmp6_0_DW01_cmp6_5                 58               20.035
      Silago_bot_inst_6_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_Recon_adder                                           adder_nbits_32_2_6                                      174               77.276
       Silago_bot_inst_6_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_Recon_adder/U_add_0                                  adder_nbits_32_2_6_DW01_add_7                            21               13.112
       Silago_bot_inst_6_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_Recon_adder/U_add_1                                  adder_nbits_32_2_6_DW01_add_6                            46               16.374
       Silago_bot_inst_6_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_Recon_adder/U_add_2                                  adder_nbits_32_2_6_DW01_add_5                            52               18.371
       Silago_bot_inst_6_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_Recon_adder/U_add_3                                  adder_nbits_32_2_6_DW01_add_4                            43               20.500
      Silago_bot_inst_6_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_Recon_multiplier                                      conf_mul_Beh_16_2_6                                    1264              728.699
       Silago_bot_inst_6_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_Recon_multiplier/U_mul_h                             conf_mul_Beh_8_1_6                                      270              166.600
        Silago_bot_inst_6_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_Recon_multiplier/U_mul_h/add_284                    conf_mul_Beh_8_1_6_DW01_add_2_DW01_add_616               11               15.109
        Silago_bot_inst_6_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_Recon_multiplier/U_mul_h/add_298                    conf_mul_Beh_8_1_6_DW01_add_0_DW01_add_96                13               18.304
        Silago_bot_inst_6_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_Recon_multiplier/U_mul_h/mult_223                   conf_mul_Beh_8_1_6_DW_mult_tc_1_DW_mult_tc_259           53               35.210
        Silago_bot_inst_6_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_Recon_multiplier/U_mul_h/mult_224                   conf_mul_Beh_8_1_6_DW_mult_tc_2_DW_mult_tc_284           43               24.228
        Silago_bot_inst_6_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_Recon_multiplier/U_mul_h/mult_225                   conf_mul_Beh_8_1_6_DW_mult_tc_3_DW_mult_tc_285           43               24.228
        Silago_bot_inst_6_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_Recon_multiplier/U_mul_h/mult_226                   conf_mul_Beh_8_1_6_DW_mult_tc_0_DW_mult_tc_243           36               21.299
       Silago_bot_inst_6_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_Recon_multiplier/U_mul_l                             conf_mul_Beh_9_1_6                                      415              220.447
        Silago_bot_inst_6_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_Recon_multiplier/U_mul_l/add_284                    conf_mul_Beh_9_1_6_DW01_add_2_DW01_add_645               12               16.773
        Silago_bot_inst_6_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_Recon_multiplier/U_mul_l/add_298                    conf_mul_Beh_9_1_6_DW01_add_4                            47               28.887
        Silago_bot_inst_6_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_Recon_multiplier/U_mul_l/mult_223                   conf_mul_Beh_9_1_6_DW_mult_tc_4                          99               41.201
        Silago_bot_inst_6_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_Recon_multiplier/U_mul_l/mult_224                   conf_mul_Beh_9_1_6_DW_mult_tc_2_DW_mult_tc_374           56               31.882
        Silago_bot_inst_6_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_Recon_multiplier/U_mul_l/mult_225                   conf_mul_Beh_9_1_6_DW_mult_tc_3_DW_mult_tc_375           54               31.416
        Silago_bot_inst_6_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_Recon_multiplier/U_mul_l/mult_226                   conf_mul_Beh_9_1_6_DW_mult_tc_0_DW_mult_tc_342           54               35.343
       Silago_bot_inst_6_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_Recon_multiplier/add_284                             conf_mul_Beh_16_2_6_DW01_add_2_DW01_add_617              19               27.889
       Silago_bot_inst_6_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_Recon_multiplier/add_298                             conf_mul_Beh_16_2_6_DW01_add_4                          103               45.394
       Silago_bot_inst_6_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_Recon_multiplier/mult_246                            conf_mul_Beh_16_2_6_DW_mult_tc_0_DW_mult_tc_286         133              100.838
       Silago_bot_inst_6_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_Recon_multiplier/mult_247                            conf_mul_Beh_16_2_6_DW_mult_tc_1_DW_mult_tc_287         133              100.905
      Silago_bot_inst_6_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_divider                                               divider_pipe_3                                         6144             3143.163
       Silago_bot_inst_6_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_divider/division                                     divider_pipe_3_DW_div_pipe_0_DW_div_pipe_2             5995             3103.160
        Silago_bot_inst_6_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_divider/division/U_DIV                              divider_pipe_3_DW_div_1                                5928             2994.601
         Silago_bot_inst_6_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_divider/division/U_DIV/u_absval_AAbs               divider_pipe_3_DW01_absval_1                            198              132.654
          Silago_bot_inst_6_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_divider/division/U_DIV/u_absval_AAbs/NEG          divider_pipe_3_DW01_inc_1                               111               56.576
         Silago_bot_inst_6_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_divider/division/U_DIV/u_add_PartRem_2_0           divider_pipe_3_DW01_add_53                              138               45.660
         Silago_bot_inst_6_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_divider/division/U_DIV/u_add_PartRem_3_1           divider_pipe_3_DW01_add_52                              276               93.517
         Silago_bot_inst_6_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_divider/division/U_DIV/u_add_PartRem_3_10          divider_pipe_3_DW01_add_43                              218               97.510
         Silago_bot_inst_6_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_divider/division/U_DIV/u_add_PartRem_3_11          divider_pipe_3_DW01_add_42                              198               92.052
         Silago_bot_inst_6_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_divider/division/U_DIV/u_add_PartRem_3_12          divider_pipe_3_DW01_add_41                              177               83.533
         Silago_bot_inst_6_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_divider/division/U_DIV/u_add_PartRem_3_13          divider_pipe_3_DW01_add_40                              178               95.514
         Silago_bot_inst_6_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_divider/division/U_DIV/u_add_PartRem_3_14          divider_pipe_3_DW01_add_39                              165               80.404
         Silago_bot_inst_6_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_divider/division/U_DIV/u_add_PartRem_3_15          divider_pipe_3_DW01_add_38                              154               83.999
         Silago_bot_inst_6_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_divider/division/U_DIV/u_add_PartRem_3_16          divider_pipe_3_DW01_add_37                              147               70.354
         Silago_bot_inst_6_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_divider/division/U_DIV/u_add_PartRem_3_17          divider_pipe_3_DW01_add_36                              127               58.107
         Silago_bot_inst_6_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_divider/division/U_DIV/u_add_PartRem_3_18          divider_pipe_3_DW01_add_35                              123               60.037
         Silago_bot_inst_6_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_divider/division/U_DIV/u_add_PartRem_3_19          divider_pipe_3_DW01_add_34                              115               55.644
         Silago_bot_inst_6_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_divider/division/U_DIV/u_add_PartRem_3_2           divider_pipe_3_DW01_add_51                              265               89.590
         Silago_bot_inst_6_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_divider/division/U_DIV/u_add_PartRem_3_20          divider_pipe_3_DW01_add_33                              100               47.058
         Silago_bot_inst_6_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_divider/division/U_DIV/u_add_PartRem_3_21          divider_pipe_3_DW01_add_32                               97               45.061
         Silago_bot_inst_6_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_divider/division/U_DIV/u_add_PartRem_3_22          divider_pipe_3_DW01_add_31                               88               43.397
         Silago_bot_inst_6_1/SILEGO_cell/MTRF_cell/dpu_gen/U_NACU_0/U_divider/division/U_DIV/u_add_PartRem_3_23          divider_pipe_3_DW01_add_30                               75               35.011
